system:time_start,LST_Day_1km
"Mar 31, 2017","15,558.996"
"Apr 1, 2017","15,946.396"
"Apr 2, 2017","15,889.734"
"Apr 3, 2017","15,778.174"
"Apr 4, 2017","15,925.053"
"Apr 5, 2017","15,785.622"
"Apr 6, 2017","15,897.484"
"Apr 7, 2017",
"Apr 8, 2017","15,512.95"
"Apr 9, 2017",
"Apr 10, 2017","15,733.605"
"Apr 11, 2017","15,573.818"
"Apr 12, 2017","15,620.278"
"Apr 13, 2017","15,643.276"
"Apr 14, 2017",
"Apr 15, 2017","16,067.153"
"Apr 16, 2017","15,791.766"
"Apr 17, 2017","15,611.312"
"Apr 18, 2017",
"Apr 19, 2017","15,331.752"
"Apr 20, 2017","15,363.982"
"Apr 21, 2017","15,624.817"
"Apr 22, 2017","15,869.225"
"Apr 23, 2017",
"Apr 24, 2017",
"Apr 25, 2017",
"Apr 26, 2017","15,731.418"
"Apr 27, 2017","15,889.169"
"Apr 28, 2017","15,767.4"
"Apr 29, 2017","15,701.999"
"Apr 30, 2017",
"May 1, 2017",
"May 2, 2017",
"May 3, 2017","15,268.808"
"May 4, 2017","15,430.589"
"May 5, 2017",
"May 6, 2017","15,417.486"
"May 7, 2017",
"May 8, 2017","15,033"
"May 9, 2017",
"May 10, 2017","15,625.128"
"May 11, 2017",
"May 12, 2017","15,481.031"
"May 13, 2017","15,351.601"
"May 14, 2017","15,478.649"
"May 15, 2017","15,523.431"
"May 16, 2017",
"May 17, 2017","15,740.303"
"May 18, 2017","15,229.929"
"May 19, 2017","15,534.461"
"May 20, 2017","15,375.948"
"May 21, 2017","15,485.533"
"May 22, 2017","15,607.276"
"May 23, 2017","15,507.243"
"May 24, 2017","15,783.897"
"May 25, 2017",
"May 26, 2017","15,820.057"
"May 27, 2017","15,579.262"
"May 28, 2017",
"May 29, 2017",
"May 30, 2017","15,233.081"
"May 31, 2017","15,418.591"
"Jun 1, 2017",
"Jun 2, 2017","15,421.232"
"Jun 3, 2017","14,848"
"Jun 4, 2017","15,407.318"
"Jun 5, 2017","15,377.829"
"Jun 6, 2017","15,372.44"
"Jun 7, 2017","15,476.464"
"Jun 8, 2017","15,267.852"
"Jun 9, 2017","15,747.625"
"Jun 10, 2017",
"Jun 11, 2017","15,604.452"
"Jun 12, 2017","15,382.002"
"Jun 13, 2017","15,539.145"
"Jun 14, 2017","15,459.03"
"Jun 15, 2017",
"Jun 16, 2017","15,605.715"
"Jun 17, 2017",
"Jun 18, 2017","15,442.176"
"Jun 19, 2017",
"Jun 20, 2017","15,640.597"
"Jun 21, 2017","15,663.622"
"Jun 22, 2017","15,386.2"
"Jun 23, 2017","15,532.352"
"Jun 24, 2017","15,404.545"
"Jun 25, 2017","15,803.592"
"Jun 26, 2017",
"Jun 27, 2017","15,678.208"
"Jun 28, 2017","15,476.566"
"Jun 29, 2017","15,580.175"
"Jun 30, 2017","15,481.58"
"Jul 1, 2017","15,345.864"
"Jul 2, 2017","15,647.165"
"Jul 3, 2017",
"Jul 4, 2017","15,130.75"
"Jul 5, 2017",
"Jul 6, 2017","15,169.149"
"Jul 7, 2017","15,299.145"
"Jul 8, 2017","15,306.304"
"Jul 9, 2017","15,462.079"
"Jul 10, 2017","15,210.519"
"Jul 11, 2017","15,175"
"Jul 12, 2017",
"Jul 13, 2017","15,014.507"
"Jul 14, 2017",
"Jul 15, 2017","15,086.864"
"Jul 16, 2017","14,993.205"
"Jul 17, 2017","15,049.759"
"Jul 18, 2017","15,166.029"
"Jul 19, 2017",
"Jul 20, 2017","14,900"
"Jul 21, 2017",
"Jul 22, 2017","15,127.328"
"Jul 23, 2017","15,079.818"
"Jul 24, 2017",
"Jul 25, 2017",
"Jul 26, 2017",
"Jul 27, 2017","14,980.116"
"Jul 28, 2017",
"Jul 29, 2017","15,127.628"
"Jul 30, 2017",
"Jul 31, 2017","15,082.392"
"Aug 1, 2017","15,194.656"
"Aug 2, 2017",
"Aug 3, 2017","15,334.42"
"Aug 4, 2017",
"Aug 5, 2017","15,374.331"
"Aug 6, 2017",
"Aug 7, 2017","15,403.901"
"Aug 8, 2017",
"Aug 9, 2017","15,029.529"
"Aug 10, 2017","14,899.211"
"Aug 11, 2017","14,946.64"
"Aug 12, 2017","14,956.51"
"Aug 13, 2017",
"Aug 14, 2017","15,230.346"
"Aug 15, 2017","15,178.924"
"Aug 16, 2017","15,147.044"
"Aug 17, 2017","15,319.71"
"Aug 18, 2017","15,293.815"
"Aug 19, 2017",
"Aug 20, 2017",
"Aug 21, 2017","15,501.826"
"Aug 22, 2017",
"Aug 23, 2017","15,439.835"
"Aug 24, 2017",
"Aug 25, 2017",
"Aug 26, 2017","15,325.037"
"Aug 27, 2017","15,238.762"
"Aug 28, 2017","15,512.282"
"Aug 29, 2017",
"Aug 30, 2017",
"Aug 31, 2017",
"Sep 1, 2017","15,106.649"
"Sep 2, 2017",
"Sep 3, 2017",
"Sep 4, 2017",
"Sep 5, 2017",
"Sep 6, 2017","15,248.881"
"Sep 7, 2017",
"Sep 8, 2017","15,291.249"
"Sep 9, 2017","15,331.159"
"Sep 10, 2017","15,216.238"
"Sep 11, 2017","15,370.703"
"Sep 12, 2017","15,249.471"
"Sep 13, 2017","15,559.243"
"Sep 14, 2017",
"Sep 15, 2017","15,380.202"
"Sep 16, 2017","15,180.946"
"Sep 17, 2017","15,223.7"
"Sep 18, 2017","15,193.493"
"Sep 19, 2017","15,188.671"
"Sep 20, 2017","15,492.278"
"Sep 21, 2017",
"Sep 22, 2017","15,169.452"
"Sep 23, 2017",
"Sep 24, 2017","15,492.193"
"Sep 25, 2017","15,268.132"
"Sep 26, 2017","15,410.734"
"Sep 27, 2017","15,594.509"
"Sep 28, 2017","15,399.677"
"Sep 29, 2017","15,639.354"
"Sep 30, 2017",
"Oct 1, 2017","15,626.323"
"Oct 2, 2017","15,344.77"
"Oct 3, 2017","15,633.526"
"Oct 4, 2017","15,715.295"
"Oct 5, 2017","15,656.222"
"Oct 6, 2017","15,811.438"
"Oct 7, 2017",
"Oct 8, 2017","15,840.795"
"Oct 9, 2017",
"Oct 10, 2017","15,754.316"
"Oct 11, 2017",
"Oct 12, 2017",
"Oct 13, 2017",
"Oct 14, 2017","15,405.078"
"Oct 15, 2017",
"Oct 16, 2017",
"Oct 17, 2017","15,466.004"
"Oct 18, 2017",
"Oct 19, 2017",
"Oct 20, 2017",
"Oct 21, 2017","15,047.126"
"Oct 22, 2017","15,317.619"
"Oct 23, 2017",
"Oct 24, 2017","15,520.347"
"Oct 25, 2017",
"Oct 26, 2017",
"Oct 27, 2017",
"Oct 28, 2017","15,256.361"
"Oct 29, 2017",
"Oct 30, 2017",
"Oct 31, 2017","15,572.475"
"Nov 1, 2017",
"Nov 2, 2017","15,438.089"
"Nov 3, 2017",
"Nov 4, 2017","15,504.062"
"Nov 5, 2017",
"Nov 6, 2017",
"Nov 7, 2017",
"Nov 8, 2017",
"Nov 9, 2017",
"Nov 10, 2017",
"Nov 11, 2017","15,266.483"
"Nov 12, 2017",
"Nov 13, 2017",
"Nov 14, 2017",
